projectname,viewname,ordinal,varname,vartype,varlength,varformat,varlabel
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939,62,LOGPAD_ITEMDEF_1054_RAW,char,2,$2.,LOGPAD_ITEMDEF_1054(Character)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,1,userid,num,8,10.,Internal id for the user
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,2,projectid,num,8,10.,projectid
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,3,project,char,255,$255.,project
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,4,studyid,num,8,10.,Internal id for the study
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,5,environmentName,char,20,$20.,Environment
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,6,subjectId,num,8,10.,Internal id for the subject
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,7,StudySiteId,num,8,10.,Internal id for study site
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,8,Subject,char,50,$50.,Subject name or identifier
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,9,siteid,num,8,10.,Internal id for the site
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,10,Site,char,255,$255.,Site name
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,11,SiteNumber,char,50,$50.,SiteNumber
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,12,SiteGroup,char,40,$40.,SiteGroup
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,13,instanceId,num,8,10.,Internal id for the instance
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,14,InstanceName,char,255,$255.,Folder instance name
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,15,InstanceRepeatNumber,num,8,10.,InstanceRepeatNumber
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,16,folderid,num,8,10.,Internal id for the folder
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,17,Folder,char,50,$50.,Folder OID
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,18,FolderName,char,255,$255.,Folder name
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,19,FolderSeq,num,8,12.1,Folder sequence number
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,20,TargetDays,num,8,10.,Target days from study start
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,21,DataPageId,num,8,10.,Internal id for data page
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,22,DataPageName,char,255,$255.,eCRF page name
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,23,PageRepeatNumber,num,8,10.,Sequence number of eCRF page in folder
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,24,RecordDate,num,8,datetime22.3,Clinical date of record (ex: visit date)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,25,RecordId,num,8,10.,Internal id for the record
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,26,recordposition,num,8,10.,Record number
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,27,RecordActive,num,8,1.,Is record active
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,28,SaveTs,num,8,datetime22.3,Timestamp of last save in clinical views
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,29,MinCreated,num,8,datetime22.3,Earliest data creation time
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,30,MaxUpdated,num,8,datetime22.3,Latest data update time
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,31,StudyEnvSiteNumber,char,20,$20.,StudyEnvSiteNumber
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,32,LOGPAD_ITEMDEF_675,char,3,$3.,LOGPAD_ITEMDEF_675
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,33,LOGPAD_ITEMDEF_675_STD,char,2,$2.,LOGPAD_ITEMDEF_675Coded Value
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,34,LOGPAD_ITEMDEF_677,char,2,$2.,LOGPAD_ITEMDEF_677
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,35,LOGPAD_ITEMDEF_1021,char,2,$2.,LOGPAD_ITEMDEF_1021
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,36,LOGPAD_ITEMDEF_1021_STD,char,3,$3.,LOGPAD_ITEMDEF_1021Coded Value
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,37,LOGPAD_ITEMDEF_1029,char,20,$20.,LOGPAD_ITEMDEF_1029
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,38,LOGPAD_ITEMDEF_1029_STD,char,2,$2.,LOGPAD_ITEMDEF_1029Coded Value
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,39,LOGPAD_ITEMDEF_1031,char,8,$8.,LOGPAD_ITEMDEF_1031
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,40,LOGPAD_ITEMDEF_1056,char,2,$2.,LOGPAD_ITEMDEF_1056 (LOGPAD_ITEMDEF_1056)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,41,LOGPAD_ITEMDEF_216,char,15,$15.,LOGPAD_ITEMDEF_216 (LOGPAD_ITEMDEF_216)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,42,LOGPAD_ITEMDEF_214,char,20,$20.,LOGPAD_ITEMDEF_214 (LOGPAD_ITEMDEF_214)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,43,LOGPAD_ITEMDEF_317,char,2,$2.,LOGPAD_ITEMDEF_317 (LOGPAD_ITEMDEF_317)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,44,LOGPAD_ITEMDEF_230,char,8,$8.,LOGPAD_ITEMDEF_230 (LOGPAD_ITEMDEF_230)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,45,LOGPAD_ITEMDEF_232,char,3,$3.,LOGPAD_ITEMDEF_232 (LOGPAD_ITEMDEF_232)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,46,LOGPAD_ITEMDEF_212,char,4,$4.,LOGPAD_ITEMDEF_212 (LOGPAD_ITEMDEF_212)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,47,LOGPAD_ITEMDEF_224,char,4,$4.,LOGPAD_ITEMDEF_224 (LOGPAD_ITEMDEF_224)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,48,LOGPAD_ITEMDEF_220,char,5,$5.,LOGPAD_ITEMDEF_220 (LOGPAD_ITEMDEF_220)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,49,LOGPAD_ITEMDEF_222,char,7,$7.,LOGPAD_ITEMDEF_222 (LOGPAD_ITEMDEF_222)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,50,LOGPAD_ITEMDEF_530,char,23,$23.,LOGPAD_ITEMDEF_530 (LOGPAD_ITEMDEF_530)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,51,LOGPAD_ITEMDEF_300,char,29,$29.,LOGPAD_ITEMDEF_300 (LOGPAD_ITEMDEF_300)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,52,LOGPAD_ITEMDEF_300_STD,char,3,$3.,LOGPAD_ITEMDEF_300 (LOGPAD_ITEMDEF_300)Coded Value
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,53,LOGPAD_ITEMDEF_234,char,8,$8.,LOGPAD_ITEMDEF_234
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_939_RAW,54,LOGPAD_ITEMDEF_1054,char,2,$2.,LOGPAD_ITEMDEF_1054
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,1,userid,num,8,10.,Internal id for the user
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,2,projectid,num,8,10.,projectid
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,3,project,char,255,$255.,project
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,4,studyid,num,8,10.,Internal id for the study
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,5,environmentName,char,20,$20.,Environment
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,6,subjectId,num,8,10.,Internal id for the subject
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,7,StudySiteId,num,8,10.,Internal id for study site
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,8,Subject,char,50,$50.,Subject name or identifier
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,9,siteid,num,8,10.,Internal id for the site
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,10,Site,char,255,$255.,Site name
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,11,SiteNumber,char,50,$50.,SiteNumber
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,12,SiteGroup,char,40,$40.,SiteGroup
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,13,instanceId,num,8,10.,Internal id for the instance
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,14,InstanceName,char,255,$255.,Folder instance name
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,15,InstanceRepeatNumber,num,8,10.,InstanceRepeatNumber
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,16,folderid,num,8,10.,Internal id for the folder
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,17,Folder,char,50,$50.,Folder OID
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,18,FolderName,char,255,$255.,Folder name
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,19,FolderSeq,num,8,12.1,Folder sequence number
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,20,TargetDays,num,8,10.,Target days from study start
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,21,DataPageId,num,8,10.,Internal id for data page
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,22,DataPageName,char,255,$255.,eCRF page name
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,23,PageRepeatNumber,num,8,10.,Sequence number of eCRF page in folder
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,24,RecordDate,num,8,datetime22.3,Clinical date of record (ex: visit date)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,25,RecordId,num,8,10.,Internal id for the record
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,26,recordposition,num,8,10.,Record number
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,27,RecordActive,num,8,1.,Is record active
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,28,SaveTs,num,8,datetime22.3,Timestamp of last save in clinical views
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,29,MinCreated,num,8,datetime22.3,Earliest data creation time
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,30,MaxUpdated,num,8,datetime22.3,Latest data update time
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,31,StudyEnvSiteNumber,char,20,$20.,StudyEnvSiteNumber
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,32,LOGPAD_ITEMDEF_216,char,15,$15.,LOGPAD_ITEMDEF_216 (LOGPAD_ITEMDEF_216)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,33,LOGPAD_ITEMDEF_214,char,20,$20.,LOGPAD_ITEMDEF_214 (LOGPAD_ITEMDEF_214)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,34,LOGPAD_ITEMDEF_317,num,8,1.,LOGPAD_ITEMDEF_317 (LOGPAD_ITEMDEF_317)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,35,LOGPAD_ITEMDEF_317_RAW,char,2,$2.,LOGPAD_ITEMDEF_317 (LOGPAD_ITEMDEF_317)(Character)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,36,LOGPAD_ITEMDEF_230,char,8,$8.,LOGPAD_ITEMDEF_230 (LOGPAD_ITEMDEF_230)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,37,LOGPAD_ITEMDEF_234,char,8,$8.,LOGPAD_ITEMDEF_234
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,38,LOGPAD_ITEMDEF_232,char,3,$3.,LOGPAD_ITEMDEF_232 (LOGPAD_ITEMDEF_232)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,39,LOGPAD_ITEMDEF_212,num,8,3.,LOGPAD_ITEMDEF_212 (LOGPAD_ITEMDEF_212)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,40,LOGPAD_ITEMDEF_212_RAW,char,4,$4.,LOGPAD_ITEMDEF_212 (LOGPAD_ITEMDEF_212)(Character)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,41,LOGPAD_ITEMDEF_224,num,8,3.,LOGPAD_ITEMDEF_224 (LOGPAD_ITEMDEF_224)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,42,LOGPAD_ITEMDEF_224_RAW,char,4,$4.,LOGPAD_ITEMDEF_224 (LOGPAD_ITEMDEF_224)(Character)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,43,LOGPAD_ITEMDEF_220,num,8,4.,LOGPAD_ITEMDEF_220 (LOGPAD_ITEMDEF_220)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,44,LOGPAD_ITEMDEF_220_RAW,char,5,$5.,LOGPAD_ITEMDEF_220 (LOGPAD_ITEMDEF_220)(Character)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,45,LOGPAD_ITEMDEF_222,num,8,6.2,LOGPAD_ITEMDEF_222 (LOGPAD_ITEMDEF_222)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,46,LOGPAD_ITEMDEF_222_RAW,char,7,$7.,LOGPAD_ITEMDEF_222 (LOGPAD_ITEMDEF_222)(Character)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,47,LOGPAD_ITEMDEF_530,char,23,$23.,LOGPAD_ITEMDEF_530 (LOGPAD_ITEMDEF_530)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,48,LOGPAD_ITEMDEF_780,char,9,$9.,LOGPAD_ITEMDEF_780
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,49,LOGPAD_ITEMDEF_780_STD,num,8,1.,LOGPAD_ITEMDEF_780Coded Value
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,50,LOGPAD_ITEMDEF_784,char,22,$22.,LOGPAD_ITEMDEF_784
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,51,LOGPAD_ITEMDEF_784_STD,num,8,1.,LOGPAD_ITEMDEF_784Coded Value
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,52,LOGPAD_ITEMDEF_786,char,22,$22.,LOGPAD_ITEMDEF_786
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,53,LOGPAD_ITEMDEF_786_STD,num,8,1.,LOGPAD_ITEMDEF_786Coded Value
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,54,LOGPAD_ITEMDEF_796,num,8,1.,LOGPAD_ITEMDEF_796
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,55,LOGPAD_ITEMDEF_796_RAW,char,2,$2.,LOGPAD_ITEMDEF_796(Character)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,56,LOGPAD_ITEMDEF_300,char,29,$29.,LOGPAD_ITEMDEF_300 (LOGPAD_ITEMDEF_300)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946,57,LOGPAD_ITEMDEF_300_STD,num,8,2.,LOGPAD_ITEMDEF_300 (LOGPAD_ITEMDEF_300)Coded Value
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,1,userid,num,8,10.,Internal id for the user
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,2,projectid,num,8,10.,projectid
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,3,project,char,255,$255.,project
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,4,studyid,num,8,10.,Internal id for the study
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,5,environmentName,char,20,$20.,Environment
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,6,subjectId,num,8,10.,Internal id for the subject
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,7,StudySiteId,num,8,10.,Internal id for study site
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,8,Subject,char,50,$50.,Subject name or identifier
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,9,siteid,num,8,10.,Internal id for the site
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,10,Site,char,255,$255.,Site name
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,11,SiteNumber,char,50,$50.,SiteNumber
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,12,SiteGroup,char,40,$40.,SiteGroup
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,13,instanceId,num,8,10.,Internal id for the instance
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,14,InstanceName,char,255,$255.,Folder instance name
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,15,InstanceRepeatNumber,num,8,10.,InstanceRepeatNumber
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,16,folderid,num,8,10.,Internal id for the folder
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,17,Folder,char,50,$50.,Folder OID
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,18,FolderName,char,255,$255.,Folder name
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,19,FolderSeq,num,8,12.1,Folder sequence number
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,20,TargetDays,num,8,10.,Target days from study start
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,21,DataPageId,num,8,10.,Internal id for data page
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,22,DataPageName,char,255,$255.,eCRF page name
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,23,PageRepeatNumber,num,8,10.,Sequence number of eCRF page in folder
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,24,RecordDate,num,8,datetime22.3,Clinical date of record (ex: visit date)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,25,RecordId,num,8,10.,Internal id for the record
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,26,recordposition,num,8,10.,Record number
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,27,RecordActive,num,8,1.,Is record active
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,28,SaveTs,num,8,datetime22.3,Timestamp of last save in clinical views
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,29,MinCreated,num,8,datetime22.3,Earliest data creation time
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,30,MaxUpdated,num,8,datetime22.3,Latest data update time
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,31,StudyEnvSiteNumber,char,20,$20.,StudyEnvSiteNumber
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,32,LOGPAD_ITEMDEF_216,char,15,$15.,LOGPAD_ITEMDEF_216 (LOGPAD_ITEMDEF_216)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,33,LOGPAD_ITEMDEF_214,char,20,$20.,LOGPAD_ITEMDEF_214 (LOGPAD_ITEMDEF_214)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,34,LOGPAD_ITEMDEF_317,char,2,$2.,LOGPAD_ITEMDEF_317 (LOGPAD_ITEMDEF_317)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,35,LOGPAD_ITEMDEF_230,char,8,$8.,LOGPAD_ITEMDEF_230 (LOGPAD_ITEMDEF_230)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,36,LOGPAD_ITEMDEF_234,char,8,$8.,LOGPAD_ITEMDEF_234
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,37,LOGPAD_ITEMDEF_232,char,3,$3.,LOGPAD_ITEMDEF_232 (LOGPAD_ITEMDEF_232)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,38,LOGPAD_ITEMDEF_212,char,4,$4.,LOGPAD_ITEMDEF_212 (LOGPAD_ITEMDEF_212)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,39,LOGPAD_ITEMDEF_224,char,4,$4.,LOGPAD_ITEMDEF_224 (LOGPAD_ITEMDEF_224)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,40,LOGPAD_ITEMDEF_220,char,5,$5.,LOGPAD_ITEMDEF_220 (LOGPAD_ITEMDEF_220)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,41,LOGPAD_ITEMDEF_222,char,7,$7.,LOGPAD_ITEMDEF_222 (LOGPAD_ITEMDEF_222)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,42,LOGPAD_ITEMDEF_530,char,23,$23.,LOGPAD_ITEMDEF_530 (LOGPAD_ITEMDEF_530)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,43,LOGPAD_ITEMDEF_780,char,9,$9.,LOGPAD_ITEMDEF_780
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,44,LOGPAD_ITEMDEF_780_STD,char,2,$2.,LOGPAD_ITEMDEF_780Coded Value
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,45,LOGPAD_ITEMDEF_784,char,22,$22.,LOGPAD_ITEMDEF_784
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,46,LOGPAD_ITEMDEF_784_STD,char,2,$2.,LOGPAD_ITEMDEF_784Coded Value
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,47,LOGPAD_ITEMDEF_786,char,22,$22.,LOGPAD_ITEMDEF_786
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,48,LOGPAD_ITEMDEF_786_STD,char,2,$2.,LOGPAD_ITEMDEF_786Coded Value
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,49,LOGPAD_ITEMDEF_796,char,2,$2.,LOGPAD_ITEMDEF_796
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,50,LOGPAD_ITEMDEF_300,char,29,$29.,LOGPAD_ITEMDEF_300 (LOGPAD_ITEMDEF_300)
Mediflex,V_MEDIFLEX_LOGPAD_SIGNINGUNITDEF_946_RAW,51,LOGPAD_ITEMDEF_300_STD,char,3,$3.,LOGPAD_ITEMDEF_300 (LOGPAD_ITEMDEF_300)Coded Value
Mediflex,V_MEDIFLEX_MH,1,userid,num,8,10.,Internal id for the user
Mediflex,V_MEDIFLEX_MH,2,projectid,num,8,10.,projectid
Mediflex,V_MEDIFLEX_MH,3,project,char,255,$255.,project
Mediflex,V_MEDIFLEX_MH,4,studyid,num,8,10.,Internal id for the study
Mediflex,V_MEDIFLEX_MH,5,environmentName,char,20,$20.,Environment
Mediflex,V_MEDIFLEX_MH,6,subjectId,num,8,10.,Internal id for the subject
Mediflex,V_MEDIFLEX_MH,7,StudySiteId,num,8,10.,Internal id for study site
Mediflex,V_MEDIFLEX_MH,8,Subject,char,50,$50.,Subject name or identifier
Mediflex,V_MEDIFLEX_MH,9,siteid,num,8,10.,Internal id for the site
Mediflex,V_MEDIFLEX_MH,10,Site,char,255,$255.,Site name
Mediflex,V_MEDIFLEX_MH,11,SiteNumber,char,50,$50.,SiteNumber
Mediflex,V_MEDIFLEX_MH,12,SiteGroup,char,40,$40.,SiteGroup
Mediflex,V_MEDIFLEX_MH,13,instanceId,num,8,10.,Internal id for the instance
Mediflex,V_MEDIFLEX_MH,14,InstanceName,char,255,$255.,Folder instance name
Mediflex,V_MEDIFLEX_MH,15,InstanceRepeatNumber,num,8,10.,InstanceRepeatNumber
Mediflex,V_MEDIFLEX_MH,16,folderid,num,8,10.,Internal id for the folder
Mediflex,V_MEDIFLEX_MH,17,Folder,char,50,$50.,Folder OID
Mediflex,V_MEDIFLEX_MH,18,FolderName,char,255,$255.,Folder name
Mediflex,V_MEDIFLEX_MH,19,FolderSeq,num,8,12.1,Folder sequence number
Mediflex,V_MEDIFLEX_MH,20,TargetDays,num,8,10.,Target days from study start
Mediflex,V_MEDIFLEX_MH,21,DataPageId,num,8,10.,Internal id for data page
Mediflex,V_MEDIFLEX_MH,22,DataPageName,char,255,$255.,eCRF page name
